实,337
猪,337
色,336
暗,335
受,335
干,334
条,331
依,331
树,330
寺,330
母,328
象,324
接,324
求,324
俱,323
音,323
连,321
细,321
脱,321
于,320
旨,320
位,319
罗,319
喝,316
根,315
钯,315
脚,314
领,313
李,312
忙,308
差,308
睡,307
假,307
唤,306
嘴,306
恐,306
伤,305
卷,304
带,303
雨,303
欢,301
奏,301
酒,300
所,298
立,297
耳,297
河,294
鬼,293
奉,293
毛,293
刀,293
木,291
扯,289
步,289
贝,289
关,289
紧,287
毕,286
座,285
士,285
保,282
摇,279
张,279
阴,278
府,278
青,277
害,276
流,275
牛,274
留,274
抬,274
胜,272
穿,272
饭,272
罪,271
草,269
恩,268
雷,268
遂,267
左,267
称,267
扇,267
常,265
举,265
现,264
祖,263
休,263
界,262
呼,261
伏,261
童,261
净,261
重,260
世,260
归,259
脸,257
令,256
深,255
第,250
林,250
松,250
护,249
纵,246
轻,245
件,245
散,245
皆,244
丹,244
双,243
泼,243
理,242
排,241
丈,241
指,241
灯,241
破,240
场,240
撞,239
施,239
顶,238
骂,238
箍,238
应,237
楼,237
盘,236
捉,235
别,235
尊,234
许,234
告,233
阵,233
皇,232
平,232
修,231
右,231
全,231
雾,231
欲,229
容,228
古,228
遇,227
夫,227
器,227
曰,226
虽,226
响,226
引,225
贼,225
御,224
哭,224
肯,223
晚,223
婆,223
黑,222
阳,221
计,221
烧,221
比,220
旁,220
其,219
舍,219
离,218
房,217
觉,217
元,216
堂,216
皮,215
寿,214
轮,214
棍,214
彩,213
茶,213
绳,212
钻,211
怒,209
银,208
台,208
偷,208
复,207
强,207
活,207
臣,206
凡,206
兢,206
持,205
凶,205
邪,205
消,203
晓,203
　,202
杖,201
滚,200
恶,199
枪,199
宗,199
服,198
丢,197
讲,197
《,195
》,195
按,195
贫,195
信,194
翻,193
摆,193
厮,193
咒,193
烟,192
幌,192
诗,191
锦,191
奈,191
药,190
整,190
腰,190
汉,190
忍,190
唬,190
失,190
书,189
断,189
照,189
岁,188
识,188
泪,188
贤,188
首,186
久,185
思,184
答,184
跟,184
桃,183
饶,183
跑,181
造,180
结,180
崖,180
华,180
姓,180
玄,179
推,179
担,179
遍,179
武,179
禅,178
题,178
该,177
特,177
毫,176
叉,175
执,174
段,174
退,173
筋,173
钉,173
宿,172
壁,171
虚,171
跪,171
素,171
谁,171
败,171
群,170
威,170
挂,170
养,170
魂,170
陛,170
波,169
架,169
争,168
蒙,168
端,168
诸,168
层,168
让,168
布,167
广,167
索,166
模,166
借,165
掌,165
院,165
换,165
盖,164
凤,164
耍,164
尘,164
则,163
及,163
美,162
乐,162
肉,162
愿,162
跌,162
号,162
足,161
背,161
庄,160
嚷,159
牙,159
食,158
部,158
江,158
列,158
幸,158
包,158
并,157
体,156
汝,156
岸,156
裟,156
恼,155
挑,155
厢,155
袈,155
交,154
侍,154
揭,154
祥,153
非,153
呀,153
亦,153
递,153
陈,153
显,152
次,152
停,152
腾,151
旧,151
园,150
装,150
矣,149
胆,149
飘,149
吾,149
昏,148
春,148
爱,148
利,148
剑,148
涧,147
登,147
供,147
寒,146
吹,146
慢,146
闹,146
虫,145
福,145
闪,145
呵,144
哄,144
围,143
底,143
牵,143
鼓,142
胡,142
骨,142
遭,142
招,141
疼,141
设,140
塔,140
切,140
狮,139
诚,139
番,139
角,138
奔,137
’,137
荡,137
妙,137
叩,137
紫,136
朕,136
劳,135
或,135
翠,134
钱,134
恨,134
筑,134
低,133
野,133
助,133
节,132
参,132
烦,132
顿,132
德,132
擒,132
买,132
息,131
岭,131
孩,131
咐,131
慈,130
掣,130
鱼,129
‘,129
宴,129
抖,129
吩,129
悲,128
油,128
游,127
目,127
缘,127
喷,127
候,127
柳,127
扑,126
冷,126
仔,126
止,126
锁,126
舞,126
闲,125
客,125
霄,124
静,124
绣,124
肚,124
余,124
形,122
北,122
竹,122
饮,122
甲,122
熟,122
欺,122
貌,122
守,122
妇,122
岂,122
章,121
丑,121
睛,121
量,121
逢,121
郎,121
笼,121
叶,120
阁,120
亭,120
感,119
爬,119
碎,119
雄,119
帅,119
除,118
度,118
辞,118
痛,118
军,118
灭,117
迟,117
短,117
论,116
躲,116
班,116
捻,116
提,116
启,116
绝,116
刚,116
怜,116
妻,116
珠,115
卖,115
踏,115
灾,115
沉,115
冲,114
焰,114
桥,114
祸,114
共,114
梦,114
驮,114
新,113
备,113
束,113
炼,113
影,113
摸,113
宣,113
匹,113
兽,112
牌,112
托,112
歇,112
渐,111
洗,111
丝,111
莲,111
景,111
反,111
员,111
瓶,111
蒸,110
献,110
竟,110
池,110
粗,110
峰,109
狼,109
期,109
披,109
亏,109
芦,108
钦,108
表,107
势,107
赐,107
缠,107
遮,106
极,106
孤,106
井,106
 ,105
辰,105
治,105
惧,105
血,105
趁,105
砍,105
坡,105
扫,105
顾,105
赌,105
证,104
雪,104
浪,104
咬,104
喊,104
居,104
拾,104
磕,104
敌,104
疑,104
刹,104
怀,104
:,103
顺,103
霞,103
蓬,103
劈,103
旗,103
赴,103
鹿,102
伸,102
隐,102
句,102
铺,102
病,102
醒,102
记,101
微,101
帘,101
昨,101
朵,101
展,101
逃,101
猿,100
钢,100
街,100
毒,100
块,99
男,99
找,99
医,99
拔,99
捆,99
吊,99
幽,98
袖,98
调,98
乌,98
司,98
杯,98
软,98
学,97
枝,97
压,97
锅,97
宽,97
折,97
扶,97
鼻,97
炉,97
伙,97
胎,96
查,96
铃,96
洲,95
赛,95
算,95
决,95
赤,95
奇,94
垂,94
诀,94
摄,94
民,94
投,94
船,94
初,93
抛,93
浑,93
狂,93
躬,93
凭,93
亮,93
羊,93
孽,93
搭,93
程,92
露,92
济,92
猛,92
临,92
温,92
丞,92
汤,92
扬,91
俗,91
绕,91
英,91
陪,91
尖,91
铜,91
错,91
奘,91
每,90
异,90
秋,90
纷,90
葫,90
粉,90
谛,90
遥,89
泉,89
鸟,89
拥,89
搀,89
驿,89
碗,88
米,88
撒,88
席,88
州,87
啼,87
苍,87
歹,87
哪,87
吒,87
娇,87
彀,87
替,86
丁,86
吟,86
良,86
拽,86
巡,86
封,86
畜,86
鸡,85
哉,85
瞒,85
鸣,84
升,84
滴,84
站,84
洪,84
坏,84
承,83
写,83
独,83
梁,83
闭,83
倚,83
幼,83
悄,83
仇,83
森,83
值,83
密,82
盛,82
巧,82
樵,82
戴,82
皈,82
拳,82
妈,82
蓝,81
片,81
锋,81
捧,81
讨,81
尺,80
秀,80
顽,80
户,80
瑞,80
致,80
团,80
乘,80
蛇,80
负,80
绿,79
愁,79
唱,79
环,79
谈,79
钟,79
尸,79
圆,78
任,78
夺,78
齿,78
阎,78
麻,78
误,78
尾,78
兴,78
寡,78
床,77
抢,77
品,77
渡,77
村,77
蕊,77
郡,77
7,76
永,76
厉,76
略,76
狠,76
监,76
车,76
阿,76
辨,75
适,75
馆,75
朱,75
冰,75
财,75
采,74
睁,74
稳,74
碧,74
簇,74
征,74
刘,74
绑,74
挣,74
伯,74
藤,73
臾,73
耶,73
类,73
柴,73
眉,73
禁,73
叙,73
敬,73
混,72
热,72
拖,72
访,72
桌,72
味,72
摩,72
种,72
阶,72
刺,72
钵,72
盏,72
易,71
鹤,71
周,71
避,71
谨,71
勒,71
艳,71
免,71
曹,71
腹,71
辟,70
镇,70
漫,70
困,70
忘,70
状,70
抵,70
宇,70
搅,70
磨,70
胸,70
阻,69
惟,69
筵,69
攒,69
加,69
吆,69
挡,69
办,69
劝,69
寇,69
途,68
判,68
忧,68
剥,68
吉,68
翅,68
奶,68
专,68
终,67
积,67
运,67
聚,67
浮,67
横,67
机,67
悬,67
冠,67
残,67
踪,67
姐,67
柜,67
改,66
存,66
完,66
贵,66
敲,66
廊,66
抱,66
芭,66
喏,66
累,66
历,65
瑶,65
窝,65
梅,65
亡,65
越,65
乡,65
怨,65
羞,65
伽,65
叹,65
禽,64
妆,64
斧,64
田,64
顷,64
辈,64
针,64
普,64
昂,64
选,64
蟠,64
迷,64
驸,64
拱,63
配,63
兔,63
试,63
总,63
透,63
刻,63
弥,63
巴,63
拴,63
菜,63
袱,63
蕉,63
乾,62
孔,62
映,62
袍,62
脑,62
妃,62
盗,62
迭,62
劫,61
寸,61
抓,61
烂,61
勾,61
货,61
寂,61
犯,61
套,61
揪,61
懒,61
豹,60
迹,60
珍,60
料,60
图,60
猢,60
赏,60
返,60
饥,60
营,60
鞭,60
添,60
盂,60
险,59
抽,59
由,59
屏,59
演,59
颜,59
电,59
吞,59
喇,59
榜,59
纸,59
夸,58
刮,58
拐,58
狲,58
墙,58
忒,58
境,58
鞋,58
稀,58
遵,58
项,58
帽,58
乎,58
钩,58
费,58
轿,58
狐,57
窗,57
案,57
堪,57
妹,57
8,57
饱,57
工,57
祭,57
辛,57
辉,57
巍,57
拦,57
兜,57
圈,57
帖,57
屋,57
始,56
坤,56
丛,56
吐,56
挺,56
恕,56
商,56
追,56
壮,56
斩,56
裙,56
愚,56
鹰,56
冤,56
厅,56
抹,56
贺,55
瓜,55
堆,55
枯,55
舌,55
惹,55
曲,55
尉,55
弼,55
銮,55
损,55
6,55
贴,55
饿,55
肠,55
穷,54
冒,54
店,54
溜,54
板,54
霜,54
搬,54
网,54
吓,54
荒,54
凉,54
峻,54
灼,54
佳,54
陀,54
丘,54
宁,53
欠,53
占,53
享,53
硬,53
振,53
业,53
柄,53
画,53
插,53
魄,53
娥,53
庙,53
捏,53
牒,53
埋,53
淋,53
骗,53
代,52
延,52
甘,52
餐,52
约,52
喧,52
欣,52
缚,52
勿,52
贪,52
魏,52
倘,52
焦,52
鞍,52
柱,51
肩,51
撑,51
市,51
骑,51
偏,51
淡,51
丧,51
瓦,51
泥,51
昼,51
叮,51
简,51
禄,51
锺,51
移,50
洋,50
迸,50
友,50
系,50
智,50
凹,50
扭,50
帐,50
罩,50
赢,50
宵,50
烈,50
谓,49
股,49
阔,49
囊,49
坠,49
撇,49
斤,49
超,49
犹,49
哈,49
携,49
夯,49
歌,48
载,48
挨,48
阙,48
省,48
杨,48
戏,48
县,48
防,48
凌,48
闯,48
鼋,48
岩,48
诵,48
逐,47
盈,47
捣,47
义,47
弓,47
捞,47
最,47
较,47
邦,47
哼,47
仰,46
柏,46
攀,46
摘,46
侯,46
寝,46
玩,46
敖,46
翁,46
拈,46
押,46
私,46
俊,46
拉,45
含,45
虑,45
枉,45
箭,45
牢,45
准,45
乖,45
狱,45
闷,45
输,45
召,45
晦,45
裰,45
午,44
煮,44
庭,44
焚,44
疾,44
扛,44
健,44
具,44
尝,44
获,44
探,44
荤,44
婿,44
唿,44
冬,43
坚,43
卿,43
遣,43
谷,43
乞,43
己,43
烘,43
霭,43
竺,43
锡,43
爪,43
猜,43
漆,43
腮,42
砂,42
建,42
扮,42
孝,42
霎,42
犬,42
冥,42
纳,42
D,42
吼,42
哀,42
线,42
烛,42
酬,42
讯,42
渺,41
支,41
窟,41
盆,41
志,41
侧,41
斜,41
严,41
倾,41
术,41
授,41
衙,41
怠,41
宅,41
颗,41
擞,41
雕,41
惠,41
努,41
渔,41
富,40
否,40
兰,40
鲜,40
浆,40
宰,40
丽,40
履,40
氏,40
彻,40
艺,40
捽,40
蹄,40
视,40
腿,40
集,39
獐,39
杂,39
拘,39
渴,39
鸾,39
悚,39
殷,39
绰,39
咦,39
塞,39
鳞,39
浓,39
惨,39
擅,39
污,39
敕,39
权,39
肝,39
鹅,39
匣,39
荆,39
刁,39
嫂,39
丰,38
脉,38
潜,38
滑,38
谋,38
坛,38
灰,38
仍,38
岳,38
巨,38
彼,38
掀,38
锤,38
秉,38
暖,38
桩,38
馍,38
词,37
削,37
产,37
泰,37
扳,37
株,37
嗔,37
嫌,37
蟹,37
议,37
付,37
凄,37
纪,37
煎,37
痴,37
巢,37
嘤,37
赞,36
单,36
擎,36
朗,36
掩,36
浅,36
弃,36
戟,36
1,36
洒,36
粮,36
龟,36
袋,36
嘻,36
搜,36
贬,36
默,36
皂,36
锣,36
诳,36
壶,36
示,36
祝,36
犀,36
源,35
5,35
释,35
球,35
贯,35
绵,35
纱,35
隔,35
旋,35
注,35
厚,35
丫,35
际,35
庶,35
逞,35
俯,35
毗,35
仪,35
唇,35
雀,35
暴,35
裹,35
帮,35
奴,35
凝,34
汪,34
穴,34
夏,34
堕,34
噫,34
粒,34
梢,34
耐,34
虾,34
簿,34
璃,34
巾,34
典,34
催,34
衔,34
恭,34
庆,34
拨,34
诉,34
漠,34
拂,34
浴,34
剪,34
川,33
弹,33
竿,33
属,33
砖,33
漏,33
勤,33
竖,33
斟,33
豪,33
职,33
仗,33
檐,33
讫,33
邀,33
卫,33
况,33
怯,33
掼,33
策,33
崔,33
嫔,33
印,33
缰,33
饼,33
校,33
衬,32
芳,32
邻,32
像,32
零,32
笔,32
—,32
撺,32
0,32
刷,32
勇,32
臂,32
杵,32
咽,32
溪,32
僮,32
赖,32
叔,32
史,32
仁,31
赡,31
卧,31
窍,31
耀,31
违,31
薄,31
拙,31
躯,31
踢,31
缓,31
扎,31
攻,31
愈,31
达,31
庵,31
鬓,31
扣,31
谎,31
茫,30
耸,30
蹲,30
眠,30
丸,30
绦,30
逍,30
吸,30
鼍,30
旌,30
赦,30
拆,30
鸦,30
雅,30
祷,30
叨,30
割,30
惫,30
棘,30
伶,30
逼,30
熬,30
埃,30
陷,30
斑,30
躧,30
斯,30
置,29
9,29
涌,29
萝,29
卦,29
芝,29
葛,29
潺,29
涯,29
律,29
剖,29
荣,29
姿,29
4,29
制,29
舒,29
侵,29
疏,29
检,29
陡,29
盔,29
3,29
截,29
蟒,29
夹,29
镜,29
缝,29
嫩,29
噙,29
*,29
冻,29
蜜,29
格,29
蝇,29
铙,29
傲,28
颈,28
杏,28
琼,28
偶,28
挽,28
染,28
垢,28
固,28
羽,28
哨,28
匠,28
狸,28
熊,28
驼,28
曜,28
缸,28
辇,28
尼,28
蝉,28
衫,28
篷,28
潭,28
晴,28
札,28
乒,28
给,28
2,27
壑,27
暑,27
晶,27
徐,27
陋,27
颠,27
咄,27
郁,27
副,27
擂,27
播,27
凛,27
鲁,27
率,27
速,27
幢,27
激,27
叟,27
絮,27
跨,27
验,27
晒,27
黎,27
促,27
撮,27
宜,27
屈,27
坊,27
梆,27
跃,26
砌,26
派,26
润,26
灶,26
慧,26
补,26
贱,26
泄,26
械,26
刃,26
幡,26
蛟,26
族,26
邓,26
脊,26
弯,26
豆,26
察,26
悠,26
社,26
婚,26
舟,26
夷,26
瘦,26
栏,26
惶,26
扢,26
捎,26
虔,26
酥,26
符,26
障,26
厨,26
爽,25
觅,25
突,25
靴,25
捶,25
吵,25
碍,25
杆,25
醉,25
飕,25
膊,25
朋,25
纠,25
眷,25
蹬,25
妨,25
刑,25
迦,25
滔,25
弱,25
湾,25
楚,25
乓,25
燥,25
缩,24
涉,24
枣,24
雁,24
价,24
婴,24
惜,24
挝,24
鲤,24
委,24
朦,24
昆,24
敛,24
哮,24
戈,24
灌,24
昧,24
．,24
湖,24
檀,24
汗,24
哑,24
椅,24
祈,24
祇,24
峨,24
痒,24
伴,23
擦,23
靠,23
倦,23
核,23
扰,23
嚼,23
聒,23
款,23
琉,23
脓,23
妄,23
篮,23
揣,23
飒,23
鼠,23
额,23
傩,23
捱,23
苏,23
基,23
爹,23
潇,23
击,23
狗,23
萧,23
胖,23
辔,23
蜂,23
掬,23
辘,23
俐,23
沾,23
贞,22
岛,22
潮,22
务,22
笋,22
髻,22
诈,22
习,22
剿,22
…,22
桶,22
概,22
磬,22
栽,22
伺,22
读,22
剁,22
悦,22
澄,22
限,22
遗,22
罕,22
襕,22
沐,22
亚,22
誓,22
舅,22
窿,22
搠,22
毂,22
轩,22
育,21
巅,21
裂,21
衰,21
茅,21
预,21
哗,21
另,21
诛,21
噪,21
煌,21
玲,21
峥,21
嵘,21
铲,21
缕,21
拄,21
蔼,21
材,21
惑,21
猎,21
秤,21
歪,21
审,21
绒,21
馥,21
区,21
充,21
姻,21
搧,21
申,20
酸,20
捕,20
裳,20
棋,20
洁,20
悯,20
磷,20
鳜,20
鳖,20
弦,20
胧,20
酱,20
雌,20
珑,20
乙,20
燕,20
挟,20
喘,20
昔,20
忠,20
侮,20
联,20
域,20
暂,20
婢,20
殊,20
奖,20
膳,20
塌,20
绫,20
秽,20
帚,20
臭,20
射,19
肴,19
肥,19
榻,19
墨,19
盼,19
脏,19
巽,19
遁,19
灿,19
崩,19
卒,19
秦,19
诺,19
呐,19
惯,19
赚,19
缥,19
宙,19
恋,19
抟,19
竭,19
窄,19
尿,19
瞻,19
糊,19
蒲,19
悔,19
祠,19
隍,19
科,19
鹊,19
芽,19
瑀,19
晌,19
晃,19
莱,19
皘,19
蜻,18
编,18
澡,18
熏,18
脂,18
耽,18
苔,18
竞,18
据,18
炮,18
恳,18
录,18
库,18
吏,18
诏,18
庚,18
喂,18
稍,18
勘,18
规,18
缈,18
盹,18
杰,18
危,18
拢,18
荷,18
韵,18
栖,18
泾,18
钓,18
患,18
趣,18
泛,18
啸,18
浸,18
蟭,18
蟟,18
谐,18
艰,17
沌,17
卯,17
渊,17
麟,17
炎,17
凳,17
傍,17
暮,17
甜,17
荫,17
瓣,17
枕,17
允,17
皎,17
钺,17
凑,17
秃,17
裁,17
增,17
锐,17
措,17
央,17
淬,17
缨,17
淫,17
呢,17
臊,17
唵,17
滞,17
骷,17
廷,17
烹,17
谦,17
俏,17
控,17
茂,17
坑,17
腥,17
陆,17
党,17
沿,17
轰,17
喉,17
缴,17
滩,17
嘘,17
圭,17
剃,17
骸,17
拯,17
资,16
麒,16
卵,16
剔,16
绽,16
盐,16
乔,16
瀛,16
伐,16
唳,16
卜,16
罡,16
附,16
陵,16
滋,16
屡,16
乍,16
霓,16
队,16
详,16
奎,16
唏,16
栋,16
篇,16
优,16
屠,16
髅,16
腻,16
逆,16
膝,16
鬟,16
佯,16
寄,16
克,16
揖,16
皱,16
渰,16
钗,16
仆,16
织,16
糖,16
哏,16
腐,16
鬃,16
孜,16
褊,16
痕,16
苗,16
腔,16
梳,16
旱,16
喨,16
介,15
蜓,15
辖,15
淘,15
峦,15
诲,15
维,15
跷,15
操,15
鹏,15
绊,15
炒,15
窃,15
獠,15
揉,15
毁,15
浩,15
挫,15
蝶,15
腌,15
魅,15
尔,15
蔬,15
壳,15
贩,15
卢,15
鹦,15
颂,15
囫,15
囵,15
触,15
袄,15
搂,15
赃,15
津,15
靛,15
哝,15
寅,14
康,14
猕,14
虹,14
室,14
膏,14
榴,14
辱,14
冉,14
颇,14
朔,14
侄,14
猖,14
贡,14
湿,14
渎,14
媒,14
芒,14
涎,14
瞌,14
瘟,14
睬,14
骁,14
琢,14
京,14
嘱,14
禀,14
趱,14
恰,14
笙,14
彪,14
鉴,14
戚,14
燎,14
忆,14
崎,14
棺,14
饰,14
揝,14
桧,14
毡,14
炭,14
嗟,14
铸,14
聊,14
绩,14
辣,14
浇,14
坟,14
糕,14
-,13
浊,13
厄,13
巳,13
乳,13
劣,13
梨,13
液,13
篁,13
肃,13
鼎,13
谬,13
垣,13
坎,13
猩,13
溺,13
踵,13
销,13
觌,13
姑,13
辅,13
卉,13
拣,13
嘉,13
墩,13
糟,13
昴,13
赵,13
琵,13
琶,13
迅,13
垓,13
愆,13
涤,13
妾,13
梭,13
剩,13
挤,13
泽,13
袭,13
谒,13
槛,13
岖,13
蚁,13
诱,13
衲,13
嵌,13
锯,13
惭,13
篱,13
妪,13
蛾,13
蘸,13
桂,13
揩,13
馕,13
髯,13
愧,13
询,13
叆,13
蛛,13
籍,12
描,12
鸿,12
掐,12
濯,12
馀,12
契,12
腊,12
柿,12
碌,12
柯,12
陶,12
搓,12
鄙,12
益,12
锉,12
耕,12
矮,12
标,12
罄,12
狡,12
弘,12
慎,12
奸,12
卸,12
绛,12
纤,12
柔,12
缤,12
鼾,12
胁,12
甥,12
昭,12
仑,12
蓼,12
磁,12
佑,12
枚,12
桑,12
涛,12
晕,12
剜,12
频,12
聋,12
槃,12
稷,12
碑,12
纯,12
嵯,12
啯,12
苫,12
摧,12
沟,12
挥,12
匾,12
苑,12
填,12
舀,12
啃,12
褪,12
猱,12
伦,11
堤,11
肢,11
樱,11
玛,11
瑙,11
馐,11
继,11
趋,11
怡,11
蹈,11
弩,11
蹊,11
寨,11
旅,11
兕,11
撩,11
骋,11
爵,11
苟,11
簪,11
琪,11
缺,11
责,11
龄,11
奋,11
夭,11
垒,11
罐,11
羡,11
猫,11
棂,11
牲,11
匝,11
泡,11
嘛,11
杜,11
胀,11
叱,11
咤,11
嫦,11
蛮,11
勉,11
仓,11
扁,11
棹,11
扉,11
琴,11
旷,11
涨,11
酌,11
融,11
绮,11
级,11
诊,11
迓,11
均,11
锭,11
菊,11
凿,11
霹,11
雳,11
敝,11
爆,11
襟,11
掳,11
籁,11
搁,11
祛,11
麦,11
沼,11
槐,11
僻,11
肿,11
蹡,11
塘,11
菲,11
躁,11
藜,11
獬,11
迢,10
酉,10
蜡,10
挈,10
藓,10
椰,10
萄,10
筏,10
隆,10
蚕,10
翎,10
倏,10
局,10
咛,10
繁,10
迁,10
麂,10
猊,10
撼,10
槽,10
末,10
赭,10
讶,10
胭,10
肌,10
忖,10
幔,10
筛,10
啄,10
震,10
葱,10
汞,10
焉,10
箫,10
减,10
蠢,10
络,10
玻,10
宾,10
统,10
觑,10
拚,10
荐,10
畔,10
课,10
珪,10
博,10
掷,10
鸳,10
练,10
碓,10
枷,10
废,10
纲,10
伞,10
翩,10
癞,10
倍,10
幅,10
迍,10
斓,10
凋,10
涓,10
湛,10
惰,10
粘,10
棱,10
矗,10
糙,10
帛,10
拷,10
醋,10
瓢,10
翘,10
梯,10
雏,10
淅,10
呻,10
鲇,10
援,10
钹,10
呜,10
熌,10
犴,10
蜘,10
梃,10
著,9
虱,9
碣,9
挠,9
佐,9
蕙,9
葡,9
骡,9
笠,9
莎,9
踊,9
颓,9
朽,9
窑,9
煅,9
煞,9
梧,9
棵,9
辄,9
狻,9
禹,9
鳌,9
闰,9
藕,9
踉,9
跄,9
芙,9
蓉,9
墀,9
掠,9
妍,9
筹,9
缭,9
氲,9
亢,9
哽,9
寞,9
郭,9
棕,9
睹,9
蹭,9
鹭,9
烬,9
芥,9
绡,9
巷,9
酣,9
莺,9
菇,9
敧,9
训,9
翡,9
泣,9
铠,9
珮,9
噹,9
魍,9
魉,9
屯,9
沦,9
嫁,9
阐,9
偿,9
稻,9
薜,9
搪,9
噤,9
妒,9
飖,9
态,9
篾,9
沫,9
唧,9
屁,9
娆,9
馨,9
牡,9
芍,9
蒿,9
蔓,9
氛,9
稽,9
蔽,9
厘,9
咳,9
晏,9
馒,9
吝,9
劲,9
槌,9
桓,9
孕,8
亥,8
镌,8
序,8
栗,8
凰,8
□,8
骏,8
兀,8
杳,8
萤,8
腑,8
驯,8
裆,8
撤,8
督,8
骇,8
庞,8
珊,8
逸,8
剌,8
嘶,8
嗳,8
亿,8
恁,8
谅,8
纹,8
髓,8
瓮,8
箕,8
钳,8
逻,8
亘,8
沧,8
汁,8
袅,8
慨,8
彘,8
厌,8
晨,8
农,8
奥,8
抄,8
剐,8
绞,8
袁,8
创,8
季,8
续,8
测,8
讳,8
怆,8
祟,8
氅,8
逊,8
桠,8
钞,8
债,8
骤,8
粥,8
鹫,8
莽,8
侣,8
咋,8
柬,8
箱,8
懈,8
衢,8
匙,8
偎,8
揌,8
姹,8
馔,8
忏,8
赘,8
棠,8
皓,8
陌,8
塑,8
媚,8
佇,8
喳,8
肺,8
唾,8
蘑,8
狢,8
辆,8
躘,8
蛰,8
刽,8
肆,8
馅,8
灞,8
睮,8
覆,7
崇,7
政,7
瀑,7
嶂,7
拍,7
瞑,7
葩,7
旦,7
【,7
】,7
驴,7
串,7
黛,7
沽,7
铅,7
秘,7
囟,7
畏,7
批,7
箓,7
豕,7
导,7
邱,7
览,7
赍,7
瑚,7
暇,7
效,7
驱,7
俸,7
氤,7
辕,7
抚,7
叵,7
姚,7
袜,7
挎,7
鹞,7
涕,7
弈,7
牟,7
畅,7
觥,7
殃,7
槎,7
烁,7
栈,7
耻,7
岫,7
鸭,7
循,7
砚,7
舜,7
绢,7
酆,7
鸯,7
钧,7
虞,7
奕,7
偈,7
篆,7
枫,7
兮,7
颔,7
狈,7
绪,7
诃,7
鹂,7
碾,7
葬,7
翰,7
恍,7
夕,7
敞,7
羁,7
禾,7
姨,7
糠,7
麋,7
涅,7
颤,7
吠,7
茵,7
帕,7
菁,7
楞,7
塵,7
聪,7
忿,7
涂,7
墓,7
椒,7
仅,7
质,7
挪,7
螃,7
搴,7
醮,7
